Ma_Don;Ngay_Dat;So_Dien_Thoai;Tinh_Thanh;Phuong_Xa;Dia_Chi_Cu_The;Ma_San_Pham;Ten_San_Pham;Nhom_Hang;So_Luong; Don_Gia ;Ty_Le_Giam_Gia; Tien_Giam ; Tong_Hang ; Phi_Van_Chuyen ; Tong_Thanh_Toan ;Don_Vi_Giao;Phuong_Thuc_Thanh_Toan;Kenh_Ban;Trang_Thai;Ngay_Giao_Du_Kien;So_Lan_Khach_Quay_Lai;Thuong_Hieu;Danh_Muc
DH2021009060;10/08/2021;967250448;TP. Hồ Chí Minh;Phường Chợ Lớn;291 Nguyễn Huệ;SP019;Bàn phím Logitech K380;Đồ điện tử;6;690,00 ₫;0; - ₫ ; 4,140,000 ₫ ;22,00 ₫; 4,576,000 ₫ ;Giao Hàng Tiết Kiệm;Thẻ ngân hàng;Zalo;Đã giao;12/08/2021;20;Logitech;Phụ kiện
DH2021000508;11/08/2021;853807152;TP. Hồ Chí Minh;Phường Bến Thành;552 Nam Kỳ Khởi Nghĩa;SP004;iPhone 14;Đồ điện tử;2; 16,990,000 ₫ ;0.1; 3,398,000 ₫ ; 33,980,000 ₫ ;30,00 ₫; 33,670,000 ₫ ;VNPost;Ví điện tử;Cửa hàng;Đã giao;15/08/2021;20;Apple;Điện thoại
DH2021000858;11/08/2021;705762159;Cà Mau;Xã Năm Căn;210 Nguyễn Trãi;SP016;Smart TV LG 55 inch;Đồ điện tử;1; 11,990,000 ₫ ;0.15; 1,798,000 ₫ ; 11,990,000 ₫ ;35,00 ₫; 11,246,000 ₫ ;J&T Express;Ví điện tử;Shopee;Đã giao;16/08/2021;20;LG;Tivi
DH2021005548;11/08/2021;967250448;TP. Hồ Chí Minh;Phường Thủ Đức;174 Pasteur;SP007;MacBook Air M2;Đồ điện tử;2; 23,990,000 ₫ ;0; - ₫ ; 47,980,000 ₫ ;25,00 ₫; 52,803,000 ₫ ;Giao Hàng Nhanh;Thẻ ngân hàng;Facebook;Đang giao;16/08/2021;20;Apple;Laptop
DH2021006467;11/08/2021;967250448;Cần Thơ;Xã Phong Điền;255 Pasteur;SP014;Loa Bluetooth JBL Go 4;Đồ điện tử;1; 1,190,000 ₫ ;0.12;143,00 ₫; 1,190,000 ₫ ;28,00 ₫; 1,180,000 ₫ ;Giao Hàng Tiết Kiệm;Chuyển khoản;TikTok Shop;Đang giao;14/08/2021;20;JBL;Loa
DH2021002377;12/08/2021;837415516;TP. Hồ Chí Minh;Phường Thủ Đức;526 Nguyễn Trãi;SP021;Sạc nhanh Anker 20W;Đồ điện tử;1;350,00 ₫;0; - ₫ ;350,00 ₫;45,00 ₫;430,00 ₫;J&T Express;Thẻ ngân hàng;Zalo;Đã giao;15/08/2021;7;Anker;Phụ kiện
DH2021007170;12/08/2021;358998449;TP. Hồ Chí Minh;Phường An Khánh;597 Võ Văn Kiệt;SP002;Samsung Galaxy S24;Đồ điện tử;3; 18,990,000 ₫ ;0; - ₫ ; 56,970,000 ₫ ;28,00 ₫; 62,695,000 ₫ ;Giao Hàng Nhanh;Ví điện tử;Website;Đã giao;18/08/2021;20;Samsung;Điện thoại
DH2021008618;12/08/2021;709797872;Vĩnh Long;Xã Tam Bình;165 Nguyễn Văn Cừ;SP013;Tai nghe Xiaomi Redmi Buds 5;Đồ điện tử;2;990,00 ₫;0.12;238,00 ₫; 1,980,000 ₫ ;28,00 ₫; 1,944,000 ₫ ;Ninja Van;COD;Zalo;Hủy đơn;14/08/2021;20;Xiaomi;Tai nghe
DH2021009722;12/08/2021;782092292;Đồng Tháp;Phường Hồng Ngự;419 Nguyễn Huệ;SP014;Loa Bluetooth JBL Go 4;Đồ điện tử;2; 1,190,000 ₫ ;0; - ₫ ; 2,380,000 ₫ ;28,00 ₫; 2,646,000 ₫ ;Giao Hàng Nhanh;Chuyển khoản;TikTok Shop;Đã giao;17/08/2021;20;JBL;Loa
DH2021002559;13/08/2021;967250448;TP. Hồ Chí Minh;Phường Tân Định;107 3 Tháng 2;SP020;Ổ cứng SSD Kingston 500GB;Đồ điện tử;1; 1,190,000 ₫ ;0.15;178,00 ₫; 1,190,000 ₫ ;40,00 ₫; 1,153,000 ₫ ;Ninja Van;Ví điện tử;Website;Đã giao;15/08/2021;20;Kingston;Linh kiện
DH2021008074;13/08/2021;853807152;Vĩnh Long;Xã Mang Thít;469 Pasteur;SP013;Tai nghe Xiaomi Redmi Buds 5;Đồ điện tử;1;990,00 ₫;0.12;119,00 ₫;990,00 ₫;28,00 ₫;986,00 ₫;J&T Express;COD;Website;Đã giao;17/08/2021;20;Xiaomi;Tai nghe
DH2021001252;14/08/2021;327703042;TP. Hồ Chí Minh;Phường Thủ Đức;260 Nguyễn Trãi;SP017;Màn hình Dell 24 inch;Đồ điện tử;1; 3,290,000 ₫ ;0.2;658,00 ₫; 3,290,000 ₫ ;40,00 ₫; 2,935,000 ₫ ;Ninja Van;COD;Facebook;Đã giao;17/08/2021;20;Dell;Màn hình
DH2021004838;14/08/2021;821504991;TP. Hồ Chí Minh;Phường Sài Gòn;153 Võ Văn Kiệt;SP016;Smart TV LG 55 inch;Đồ điện tử;1; 11,990,000 ₫ ;0.07;839,00 ₫; 11,990,000 ₫ ;35,00 ₫; 12,301,000 ₫ ;Giao Hàng Tiết Kiệm;Chuyển khoản;Cửa hàng;Đã giao;19/08/2021;20;LG;Tivi
DH2021007636;14/08/2021;771235506;TP. Hồ Chí Minh;Phường Bình Thạnh;306 Nguyễn Huệ;SP020;Ổ cứng SSD Kingston 500GB;Đồ điện tử;3; 1,190,000 ₫ ;0.03;107,00 ₫; 3,570,000 ₫ ;22,00 ₫; 3,831,000 ₫ ;Giao Hàng Nhanh;COD;Shopee;Đã giao;17/08/2021;20;Kingston;Linh kiện
DH2021009427;14/08/2021;967250448;Vĩnh Long;Xã Long Hồ;279 Pasteur;SP017;Màn hình Dell 24 inch;Đồ điện tử;2; 3,290,000 ₫ ;0.05;329,00 ₫; 6,580,000 ₫ ;25,00 ₫; 6,901,000 ₫ ;Giao Hàng Tiết Kiệm;COD;Cửa hàng;Đã giao;19/08/2021;20;Dell;Màn hình
DH2021009571;14/08/2021;330686394;TP. Hồ Chí Minh;Phường Chợ Lớn;15 Điện Biên Phủ;SP017;Màn hình Dell 24 inch;Đồ điện tử;1; 3,290,000 ₫ ;0; - ₫ ; 3,290,000 ₫ ;18,00 ₫; 3,637,000 ₫ ;Viettel Post;Ví điện tử;Zalo;Đã giao;16/08/2021;20;Dell;Màn hình
DH2021001443;15/08/2021;983674957;Đồng Nai;Xã Nhơn Trạch;480 Cách Mạng Tháng Tám;SP022;Cáp sạc Type-C Anker;Đồ điện tử;1;190,00 ₫;0; - ₫ ;190,00 ₫;18,00 ₫;227,00 ₫;VNPost;Ví điện tử;Shopee;Đã giao;17/08/2021;1;Anker;Phụ kiện
DH2021004238;15/08/2021;771235506;Cần Thơ;Phường Cái Răng;16 Lê Lợi;SP023;Apple Watch SE;Đồ điện tử;1; 5,990,000 ₫ ;0; - ₫ ; 5,990,000 ₫ ;22,00 ₫; 6,611,000 ₫ ;VNPost;Chuyển khoản;Cửa hàng;Đã giao;17/08/2021;20;Apple;Đồng hồ thông minh
DH2021004855;15/08/2021;967250448;Cần Thơ;Phường Ô Môn;369 Quang Trung;SP020;Ổ cứng SSD Kingston 500GB;Đồ điện tử;3; 1,190,000 ₫ ;0.07;250,00 ₫; 3,570,000 ₫ ;25,00 ₫; 3,677,000 ₫ ;Giao Hàng Tiết Kiệm;Chuyển khoản;TikTok Shop;Đã giao;18/08/2021;20;Kingston;Linh kiện
DH2021006302;15/08/2021;705762159;Đồng Nai;Xã Nhơn Trạch;201 Điện Biên Phủ;SP001;Samsung Galaxy A15;Đồ điện tử;2; 4,590,000 ₫ ;0.15; 1,377,000 ₫ ; 9,180,000 ₫ ;30,00 ₫; 8,613,000 ₫ ;Giao Hàng Tiết Kiệm;Chuyển khoản;TikTok Shop;Đã giao;21/08/2021;20;Samsung;Điện thoại
DH2021008031;15/08/2021;931085451;Cà Mau;Xã Trần Văn Thời;49 Nguyễn Trãi;SP021;Sạc nhanh Anker 20W;Đồ điện tử;1;350,00 ₫;0.03;10,00 ₫;350,00 ₫;25,00 ₫;399,00 ₫;J&T Express;Thẻ ngân hàng;Zalo;Đã giao;21/08/2021;20;Anker;Phụ kiện
DH2021004417;16/08/2021;329122156;An Giang;Xã Tịnh Biên;191 Nguyễn Trãi;SP014;Loa Bluetooth JBL Go 4;Đồ điện tử;1; 1,190,000 ₫ ;0.15;178,00 ₫; 1,190,000 ₫ ;22,00 ₫; 1,135,000 ₫ ;Viettel Post;Ví điện tử;Cửa hàng;Đã giao;18/08/2021;1;JBL;Loa
DH2021007028;16/08/2021;394995139;An Giang;Phường Châu Đốc;77 Phạm Văn Đồng;SP017;Màn hình Dell 24 inch;Đồ điện tử;2; 3,290,000 ₫ ;0; - ₫ ; 6,580,000 ₫ ;45,00 ₫; 7,283,000 ₫ ;Giao Hàng Nhanh;Ví điện tử;TikTok Shop;Đã giao;20/08/2021;1;Dell;Màn hình
DH2021007454;16/08/2021;853807152;TP. Hồ Chí Minh;Phường Chợ Lớn;467 Cách Mạng Tháng Tám;SP007;MacBook Air M2;Đồ điện tử;2; 23,990,000 ₫ ;0.1; 4,798,000 ₫ ; 47,980,000 ₫ ;40,00 ₫; 47,540,000 ₫ ;Ninja Van;Thẻ ngân hàng;Website;Đã giao;18/08/2021;20;Apple;Laptop
DH2021000925;17/08/2021;853807152;TP. Hồ Chí Minh;Phường Thủ Đức;171 Phạm Văn Đồng;SP017;Màn hình Dell 24 inch;Đồ điện tử;2; 3,290,000 ₫ ;0; - ₫ ; 6,580,000 ₫ ;45,00 ₫; 7,283,000 ₫ ;J&T Express;Thẻ ngân hàng;Cửa hàng;Đã giao;21/08/2021;20;Dell;Màn hình
DH2021003645;17/08/2021;853807152;Cần Thơ;Phường Cái Răng;507 Điện Biên Phủ;SP015;Smart TV Samsung 43 inch;Đồ điện tử;1; 7,990,000 ₫ ;0.03;240,00 ₫; 7,990,000 ₫ ;22,00 ₫; 8,547,000 ₫ ;J&T Express;COD;TikTok Shop;Đã giao;21/08/2021;20;Samsung;Tivi
DH2021004231;17/08/2021;853807152;Đồng Nai;Xã Long Thành;440 Cách Mạng Tháng Tám;SP014;Loa Bluetooth JBL Go 4;Đồ điện tử;2; 1,190,000 ₫ ;0.07;167,00 ₫; 2,380,000 ₫ ;18,00 ₫; 2,452,000 ₫ ;VNPost;Chuyển khoản;Cửa hàng;Đã giao;19/08/2021;20;JBL;Loa
DH2021006036;17/08/2021;981466929;TP. Hồ Chí Minh;Phường Tân Bình;209 Nguyễn Văn Cừ;SP025;Máy in Canon LBP 2900;Đồ điện tử;1; 4,290,000 ₫ ;0; - ₫ ; 4,290,000 ₫ ;40,00 ₫; 4,759,000 ₫ ;J&T Express;Thẻ ngân hàng;Zalo;Đang giao;23/08/2021;1;Canon;Máy in
DH2021009336;17/08/2021;771235506;TP. Hồ Chí Minh;Phường Bến Thành;130 Điện Biên Phủ;SP015;Smart TV Samsung 43 inch;Đồ điện tử;1; 7,990,000 ₫ ;0.15; 1,198,000 ₫ ; 7,990,000 ₫ ;25,00 ₫; 7,496,000 ₫ ;Giao Hàng Nhanh;Ví điện tử;Facebook;Hoàn hàng;20/08/2021;20;Samsung;Tivi
DH2021000097;18/08/2021;967250448;Cà Mau;Xã Năm Căn;98 Nguyễn Văn Cừ;SP023;Apple Watch SE;Đồ điện tử;1; 5,990,000 ₫ ;0; - ₫ ; 5,990,000 ₫ ;18,00 ₫; 6,607,000 ₫ ;Ninja Van;Ví điện tử;TikTok Shop;Đã giao;20/08/2021;20;Apple;Đồng hồ thông minh
DH2021002854;18/08/2021;352402878;Cần Thơ;Phường Ô Môn;279 3 Tháng 2;SP022;Cáp sạc Type-C Anker;Đồ điện tử;1;190,00 ₫;0; - ₫ ;190,00 ₫;22,00 ₫;231,00 ₫;Giao Hàng Tiết Kiệm;Ví điện tử;Zalo;Đã giao;22/08/2021;20;Anker;Phụ kiện
DH2021002161;19/08/2021;885212220;Cần Thơ;Phường Bình Thủy;148 Phạm Văn Đồng;SP015;Smart TV Samsung 43 inch;Đồ điện tử;1; 7,990,000 ₫ ;0.07;559,00 ₫; 7,990,000 ₫ ;18,00 ₫; 8,192,000 ₫ ;VNPost;Thẻ ngân hàng;Shopee;Đã giao;24/08/2021;20;Samsung;Tivi
DH2021003004;19/08/2021;383858544;Đồng Tháp;Phường Sa Đéc;411 Nguyễn Huệ;SP017;Màn hình Dell 24 inch;Đồ điện tử;1; 3,290,000 ₫ ;0.07;230,00 ₫; 3,290,000 ₫ ;25,00 ₫; 3,391,000 ₫ ;Ninja Van;COD;Website;Đã giao;23/08/2021;20;Dell;Màn hình
DH2021005124;19/08/2021;961875144;Cần Thơ;Phường Ninh Kiều;461 Điện Biên Phủ;SP024;Samsung Galaxy Watch6;Đồ điện tử;1; 5,490,000 ₫ ;0; - ₫ ; 5,490,000 ₫ ;35,00 ₫; 6,074,000 ₫ ;Giao Hàng Nhanh;Ví điện tử;Shopee;Hoàn hàng;24/08/2021;4;Samsung;Đồng hồ thông minh
DH2021001260;20/08/2021;946009293;Tây Ninh;Xã Tân Biên;494 Pasteur;SP008;Laptop Dell Inspiron 15;Đồ điện tử;3; 13,990,000 ₫ ;0.03; 1,259,000 ₫ ; 41,970,000 ₫ ;45,00 ₫; 44,827,000 ₫ ;J&T Express;Thẻ ngân hàng;Shopee;Đã giao;26/08/2021;20;Dell;Laptop
DH2021009132;20/08/2021;853807152;An Giang;Phường Châu Đốc;128 Quang Trung;SP012;Tai nghe Samsung Galaxy Buds FE;Đồ điện tử;8; 1,590,000 ₫ ;0.03;382,00 ₫; 12,720,000 ₫ ;30,00 ₫; 13,602,000 ₫ ;Ninja Van;Thẻ ngân hàng;Facebook;Đã giao;24/08/2021;20;Samsung;Tai nghe
DH2021000149;21/08/2021;341806456;Tây Ninh;Xã Gò Dầu;156 Pasteur;SP024;Samsung Galaxy Watch6;Đồ điện tử;6; 5,490,000 ₫ ;0.1; 3,294,000 ₫ ; 32,940,000 ₫ ;28,00 ₫; 32,639,000 ₫ ;Giao Hàng Nhanh;COD;Shopee;Đã giao;24/08/2021;20;Samsung;Đồng hồ thông minh
DH2021005847;21/08/2021;967250448;Vĩnh Long;Xã Tam Bình;69 Quang Trung;SP018;Chuột Logitech M331;Đồ điện tử;3;390,00 ₫;0; - ₫ ; 1,170,000 ₫ ;18,00 ₫; 1,305,000 ₫ ;VNPost;Chuyển khoản;TikTok Shop;Đã giao;27/08/2021;20;Logitech;Phụ kiện
DH2021006314;21/08/2021;327703042;TP. Hồ Chí Minh;Phường Bến Thành;280 Phạm Văn Đồng;SP019;Bàn phím Logitech K380;Đồ điện tử;3;690,00 ₫;0; - ₫ ; 2,070,000 ₫ ;25,00 ₫; 2,302,000 ₫ ;Giao Hàng Tiết Kiệm;COD;Website;Đã giao;26/08/2021;20;Logitech;Phụ kiện
DH2021002013;22/08/2021;931085451;TP. Hồ Chí Minh;Phường Thủ Đức;266 Lý Thường Kiệt;SP018;Chuột Logitech M331;Đồ điện tử;2;390,00 ₫;0; - ₫ ;780,00 ₫;40,00 ₫;898,00 ₫;VNPost;COD;Cửa hàng;Đã xác nhận;25/08/2021;20;Logitech;Phụ kiện
DH2021007265;22/08/2021;967250448;Tây Ninh;Xã Tân Biên;579 Nguyễn Huệ;SP023;Apple Watch SE;Đồ điện tử;1; 5,990,000 ₫ ;0.12;719,00 ₫; 5,990,000 ₫ ;45,00 ₫; 5,843,000 ₫ ;VNPost;Chuyển khoản;Facebook;Đã giao;26/08/2021;20;Apple;Đồng hồ thông minh
DH2021002351;23/08/2021;853807152;An Giang;Phường Châu Đốc;494 Nguyễn Văn Cừ;SP007;MacBook Air M2;Đồ điện tử;1; 23,990,000 ₫ ;0.03;720,00 ₫; 23,990,000 ₫ ;22,00 ₫; 25,619,000 ₫ ;VNPost;COD;Website;Đã giao;25/08/2021;20;Apple;Laptop
DH2021000105;24/08/2021;393113993;An Giang;Xã Phú Tân;252 Lê Lợi;SP014;Loa Bluetooth JBL Go 4;Đồ điện tử;1; 1,190,000 ₫ ;0; - ₫ ; 1,190,000 ₫ ;22,00 ₫; 1,331,000 ₫ ;Giao Hàng Nhanh;Chuyển khoản;Facebook;Hoàn hàng;29/08/2021;8;JBL;Loa
DH2021000745;24/08/2021;782092292;TP. Hồ Chí Minh;Phường Tân Định;231 Hai Bà Trưng;SP006;Xiaomi Pad 6;Đồ điện tử;2; 7,990,000 ₫ ;0; - ₫ ; 15,980,000 ₫ ;35,00 ₫; 17,613,000 ₫ ;J&T Express;Thẻ ngân hàng;Facebook;Đã giao;27/08/2021;20;Xiaomi;Máy tính bảng
DH2021001990;24/08/2021;885212220;Cà Mau;Xã Trần Văn Thời;19 Trần Hưng Đạo;SP023;Apple Watch SE;Đồ điện tử;1; 5,990,000 ₫ ;0.07;419,00 ₫; 5,990,000 ₫ ;40,00 ₫; 6,168,000 ₫ ;Giao Hàng Tiết Kiệm;Thẻ ngân hàng;Facebook;Đã giao;26/08/2021;20;Apple;Đồng hồ thông minh
DH2021002483;24/08/2021;786901021;Vĩnh Long;Xã Bình Minh;2 Lê Lợi;SP006;Xiaomi Pad 6;Đồ điện tử;2; 7,990,000 ₫ ;0.03;479,00 ₫; 15,980,000 ₫ ;40,00 ₫; 17,091,000 ₫ ;J&T Express;Thẻ ngân hàng;Website;Đã giao;26/08/2021;2;Xiaomi;Máy tính bảng
DH2021002937;24/08/2021;853807152;Vĩnh Long;Xã Long Hồ;88 Cách Mạng Tháng Tám;SP026;Camera Xiaomi C300;Đồ điện tử;3;990,00 ₫;0.12;356,00 ₫; 2,970,000 ₫ ;40,00 ₫; 2,915,000 ₫ ;Giao Hàng Nhanh;Ví điện tử;Zalo;Đã giao;29/08/2021;20;Xiaomi;Camera
DH2021003798;24/08/2021;885212220;Đồng Nai;Phường Biên Hòa;92 Võ Văn Kiệt;SP021;Sạc nhanh Anker 20W;Đồ điện tử;1;350,00 ₫;0.05;18,00 ₫;350,00 ₫;22,00 ₫;387,00 ₫;Viettel Post;Chuyển khoản;Shopee;Đã giao;28/08/2021;20;Anker;Phụ kiện
DH2021004326;24/08/2021;705762159;Vĩnh Long;Xã Trà Ôn;221 Nguyễn Trãi;SP023;Apple Watch SE;Đồ điện tử;1; 5,990,000 ₫ ;0.12;719,00 ₫; 5,990,000 ₫ ;28,00 ₫; 5,826,000 ₫ ;Giao Hàng Nhanh;Thẻ ngân hàng;Shopee;Đã giao;29/08/2021;20;Apple;Đồng hồ thông minh
DH2021004537;24/08/2021;853807152;Cần Thơ;Phường Ô Môn;285 Nguyễn Văn Cừ;SP021;Sạc nhanh Anker 20W;Đồ điện tử;1;350,00 ₫;0; - ₫ ;350,00 ₫;22,00 ₫;407,00 ₫;J&T Express;Thẻ ngân hàng;Shopee;Đã giao;28/08/2021;20;Anker;Phụ kiện
DH2021007196;24/08/2021;330686394;Đồng Tháp;Xã Lấp Vò;352 Nguyễn Trãi;SP014;Loa Bluetooth JBL Go 4;Đồ điện tử;10; 1,190,000 ₫ ;0.15; 1,785,000 ₫ ; 11,900,000 ₫ ;30,00 ₫; 11,157,000 ₫ ;Ninja Van;COD;Shopee;Đã giao;26/08/2021;20;JBL;Loa
DH2021001215;25/08/2021;853807152;An Giang;Xã Phú Tân;184 Quang Trung;SP012;Tai nghe Samsung Galaxy Buds FE;Đồ điện tử;2; 1,590,000 ₫ ;0.07;223,00 ₫; 3,180,000 ₫ ;45,00 ₫; 3,298,000 ₫ ;Ninja Van;Ví điện tử;Shopee;Đã giao;27/08/2021;20;Samsung;Tai nghe
DH2021008527;25/08/2021;853807152;TP. Hồ Chí Minh;Phường Bến Thành;560 Nguyễn Trãi;SP010;Laptop Asus Vivobook 15;Đồ điện tử;2; 12,990,000 ₫ ;0.05; 1,299,000 ₫ ; 25,980,000 ₫ ;18,00 ₫; 27,167,000 ₫ ;VNPost;Chuyển khoản;Shopee;Đã giao;27/08/2021;20;Asus;Laptop
DH2021001133;26/08/2021;913938665;Tây Ninh;Xã Châu Thành;56 Võ Văn Kiệt;SP003;iPhone 15;Đồ điện tử;2; 19,990,000 ₫ ;0; - ₫ ; 39,980,000 ₫ ;25,00 ₫; 44,003,000 ₫ ;Giao Hàng Nhanh;COD;Shopee;Đã giao;28/08/2021;13;Apple;Điện thoại
DH2021002683;26/08/2021;700753306;TP. Hồ Chí Minh;Phường Bến Thành;485 Lê Lợi;SP003;iPhone 15;Đồ điện tử;2; 19,990,000 ₫ ;0; - ₫ ; 39,980,000 ₫ ;35,00 ₫; 44,013,000 ₫ ;Viettel Post;Chuyển khoản;Zalo;Đã giao;31/08/2021;20;Apple;Điện thoại
DH2021003511;26/08/2021;853807152;TP. Hồ Chí Minh;Phường Thủ Đức;550 3 Tháng 2;SP015;Smart TV Samsung 43 inch;Đồ điện tử;2; 7,990,000 ₫ ;0.12; 1,918,000 ₫ ; 15,980,000 ₫ ;28,00 ₫; 15,496,000 ₫ ;Giao Hàng Nhanh;Ví điện tử;Cửa hàng;Đã xác nhận;29/08/2021;20;Samsung;Tivi
DH2021004491;26/08/2021;771235506;Vĩnh Long;Xã Bình Minh;432 Cách Mạng Tháng Tám;SP025;Máy in Canon LBP 2900;Đồ điện tử;6; 4,290,000 ₫ ;0.15; 3,861,000 ₫ ; 25,740,000 ₫ ;18,00 ₫; 24,085,000 ₫ ;Ninja Van;Ví điện tử;TikTok Shop;Đang giao;31/08/2021;20;Canon;Máy in
DH2021004746;26/08/2021;341806456;Đồng Tháp;Xã Tháp Mười;99 Quang Trung;SP006;Xiaomi Pad 6;Đồ điện tử;2; 7,990,000 ₫ ;0.12; 1,918,000 ₫ ; 15,980,000 ₫ ;28,00 ₫; 15,496,000 ₫ ;J&T Express;Thẻ ngân hàng;Zalo;Đã giao;01/09/2021;20;Xiaomi;Máy tính bảng
DH2021004910;26/08/2021;760351162;Cà Mau;Phường Cà Mau;432 Nam Kỳ Khởi Nghĩa;SP001;Samsung Galaxy A15;Đồ điện tử;1; 4,590,000 ₫ ;0.05;230,00 ₫; 4,590,000 ₫ ;40,00 ₫; 4,836,000 ₫ ;J&T Express;COD;Shopee;Hoàn hàng;29/08/2021;20;Samsung;Điện thoại
DH2021005035;26/08/2021;933051680;Tây Ninh;Xã Châu Thành;476 Nguyễn Văn Cừ;SP018;Chuột Logitech M331;Đồ điện tử;1;390,00 ₫;0.15;58,00 ₫;390,00 ₫;25,00 ₫;390,00 ₫;VNPost;Thẻ ngân hàng;Zalo;Đã giao;30/08/2021;18;Logitech;Phụ kiện
DH2021005637;26/08/2021;853050012;An Giang;Xã Tịnh Biên;596 Quang Trung;SP012;Tai nghe Samsung Galaxy Buds FE;Đồ điện tử;4; 1,590,000 ₫ ;0.05;318,00 ₫; 6,360,000 ₫ ;40,00 ₫; 6,686,000 ₫ ;J&T Express;Ví điện tử;Zalo;Đã giao;01/09/2021;20;Samsung;Tai nghe
DH2021006461;26/08/2021;853807152;TP. Hồ Chí Minh;Phường Tân Bình;192 Hai Bà Trưng;SP006;Xiaomi Pad 6;Đồ điện tử;2; 7,990,000 ₫ ;0.1; 1,598,000 ₫ ; 15,980,000 ₫ ;45,00 ₫; 15,865,000 ₫ ;Viettel Post;Ví điện tử;Facebook;Đã giao;31/08/2021;20;Xiaomi;Máy tính bảng
DH2021008209;26/08/2021;705762159;Cà Mau;Xã Trần Văn Thời;355 Nguyễn Huệ;SP013;Tai nghe Xiaomi Redmi Buds 5;Đồ điện tử;1;990,00 ₫;0; - ₫ ;990,00 ₫;22,00 ₫; 1,111,000 ₫ ;VNPost;COD;Shopee;Đã giao;29/08/2021;20;Xiaomi;Tai nghe
DH2021000740;27/08/2021;335350525;Vĩnh Long;Xã Tam Bình;531 Trần Hưng Đạo;SP015;Smart TV Samsung 43 inch;Đồ điện tử;2; 7,990,000 ₫ ;0.03;479,00 ₫; 15,980,000 ₫ ;40,00 ₫; 17,091,000 ₫ ;Ninja Van;COD;Shopee;Đã giao;02/09/2021;20;Samsung;Tivi
DH2021001066;27/08/2021;967250448;Đồng Nai;Phường Long Khánh;580 Nguyễn Huệ;SP026;Camera Xiaomi C300;Đồ điện tử;3;990,00 ₫;0.1;297,00 ₫; 2,970,000 ₫ ;30,00 ₫; 2,970,000 ₫ ;Giao Hàng Nhanh;Thẻ ngân hàng;Shopee;Hoàn hàng;29/08/2021;20;Xiaomi;Camera
DH2021003318;27/08/2021;963857509;TP. Hồ Chí Minh;Phường Bình Thạnh;349 Nguyễn Huệ;SP012;Tai nghe Samsung Galaxy Buds FE;Đồ điện tử;2; 1,590,000 ₫ ;0.2;636,00 ₫; 3,180,000 ₫ ;40,00 ₫; 2,838,000 ₫ ;Ninja Van;Chuyển khoản;Website;Đã giao;30/08/2021;20;Samsung;Tai nghe
DH2021004769;27/08/2021;946009293;Cà Mau;Xã Đầm Dơi;268 Cách Mạng Tháng Tám;SP007;MacBook Air M2;Đồ điện tử;4; 23,990,000 ₫ ;0.1; 9,596,000 ₫ ; 95,960,000 ₫ ;35,00 ₫; 95,035,000 ₫ ;Ninja Van;COD;Facebook;Đã giao;01/09/2021;20;Apple;Laptop
DH2021005775;27/08/2021;373648652;TP. Hồ Chí Minh;Phường Tân Bình;346 Lý Thường Kiệt;SP002;Samsung Galaxy S24;Đồ điện tử;6; 18,990,000 ₫ ;0.05; 5,697,000 ₫ ; 113,940,000 ₫ ;25,00 ₫; 119,092,000 ₫ ;Giao Hàng Nhanh;Chuyển khoản;Zalo;Đã giao;31/08/2021;20;Samsung;Điện thoại
DH2021000753;28/08/2021;853807152;An Giang;Xã Phú Tân;64 Điện Biên Phủ;SP009;Laptop HP Pavilion 14;Đồ điện tử;3; 15,990,000 ₫ ;0.05; 2,398,000 ₫ ; 47,970,000 ₫ ;22,00 ₫; 50,151,000 ₫ ;Ninja Van;COD;Website;Hủy đơn;01/09/2021;20;HP;Laptop
DH2021001509;28/08/2021;398913297;TP. Hồ Chí Minh;Phường Chợ Lớn;515 Nguyễn Văn Cừ;SP011;Tai nghe AirPods 3;Đồ điện tử;1; 3,990,000 ₫ ;0; - ₫ ; 3,990,000 ₫ ;28,00 ₫; 4,417,000 ₫ ;Giao Hàng Nhanh;Chuyển khoản;TikTok Shop;Đã giao;02/09/2021;19;Apple;Tai nghe
DH2021002201;28/08/2021;967250448;Tây Ninh;Xã Tân Biên;440 Quang Trung;SP017;Màn hình Dell 24 inch;Đồ điện tử;1; 3,290,000 ₫ ;0.15;494,00 ₫; 3,290,000 ₫ ;25,00 ₫; 3,101,000 ₫ ;Viettel Post;COD;Facebook;Đã giao;31/08/2021;20;Dell;Màn hình
DH2021002971;28/08/2021;869206033;Tây Ninh;Xã Tân Biên;263 Nguyễn Trãi;SP012;Tai nghe Samsung Galaxy Buds FE;Đồ điện tử;2; 1,590,000 ₫ ;0; - ₫ ; 3,180,000 ₫ ;18,00 ₫; 3,516,000 ₫ ;Giao Hàng Nhanh;COD;TikTok Shop;Đã giao;03/09/2021;12;Samsung;Tai nghe
DH2021003113;28/08/2021;358432963;TP. Hồ Chí Minh;Phường Bình Thạnh;485 Trần Hưng Đạo;SP026;Camera Xiaomi C300;Đồ điện tử;1;990,00 ₫;0.1;99,00 ₫;990,00 ₫;35,00 ₫; 1,015,000 ₫ ;Ninja Van;COD;Facebook;Đã giao;31/08/2021;1;Xiaomi;Camera
